battle.net1,battle.net launcher.exe,23:15,06:45
battle.net2,battle.net.exe,23:15,06:45
overwatch1,overwatch launcher.exe,23:15,06:45
overwatch2,overwatch.exe,23:15,06:45
origin,origin.exe,01:45,06:45
apex_legends,r5apex.exe,01:45,06:45
steam,steam.exe,01:15,06:45
